CAND_ID,degree_in,degree_in_raw,degree_out,degree_out_raw,pagerank,katz,"CANDIDATE NAME (Last, First)",chairs_next,chairs_now,total,negative,positive,absolute,PAC,SupPAC,CAND_PTY_AFFILIATION,CAND_OFFICE_ST,cumulative_occurrence,24E,24A,total_24a_positive,total_24e_positive
H6CA22125,0.018433179723502304,8,0.10599078341013825,46,0.006051613005950129,0.057742536527814255,"McCarthy, Kevin",1,0,1225062,-46.5,1271.562,1318.062,302,0,REP,CA,2,0.0,0.0,0.0,0.0
H6FL09070,0.002304147465437788,1,0.020737327188940093,9,0.0011886915778977786,0.026946581857360954,"Bilirakis, Gus Michael",0,0,288469,-4.0,292.469,296.469,87,0,REP,FL,2,0.0,0.0,0.0,0.0
H8LA00017,0.004608294930875576,2,0.027649769585253454,12,0.0012649813764865204,0.029063815266736626,"Cassidy, William ""Bill""",0,0,417351,-15.092,432.443,447.535,126,0,REP,LA,2,0.0,0.0,0.0,0.0
H0FL12101,0.04608294930875576,20,0.0,0,0.0029687364715153056,0.08078360828278257,"Ross, Dennis A.",0,0,546224,-1.0,547.224,548.224,149,0,REP,FL,1,0.0,0.0,0.0,0.0
H6NJ12144,0.0576036866359447,25,0.01152073732718894,5,0.0032613637872293223,0.07914509791817771,"Holt, Rush",0,0,662241,-22.85,685.091,707.941,171,1,DEM,NJ,2,0.0,1.0,43.153,0.0
H8WY00148,0.0,0,0.01152073732718894,5,0.0010768418468660751,0.021172334093756684,"Lummis, Cynthia M.",0,0,418097,-2.168,420.265,422.433,122,0,REP,WY,2,0.0,0.0,0.0,0.0
H8MO09153,0.01152073732718894,5,0.004608294930875576,2,0.002744927896005103,0.03516736929292138,"Luetkemeyer, Blaine",0,0,422677,-15.0,437.677,452.677,145,0,REP,MO,2,0.0,0.0,0.0,0.0
H8CA52052,0.002304147465437788,1,0.03686635944700461,16,0.0012599373634790553,0.023289567503132356,"Hunter, Duncan D.",0,0,396442,-15.0,411.442,426.442,128,0,REP,CA,2,0.0,0.0,0.0,0.0
H8CA04152,0.004608294930875576,2,0.004608294930875576,2,0.001371787094510759,0.029063815266736626,"McClintock, Tom ",0,0,127255,-6.5,133.755,140.255,53,0,REP,CA,2,0.0,0.0,0.0,0.0
H4GA06087,0.002304147465437788,1,0.10368663594470046,45,0.0010975775513853583,0.023524815659729647,"Price, Tom",0,0,831213,-17.75,848.963,866.713,236,0,REP,GA,2,0.0,0.0,0.0,0.0
H2OK04055,0.002304147465437788,1,0.002304147465437788,1,0.007133234800138245,0.023524815659729647,"Cole, Tom",0,0,326728,-8.5,335.228,343.728,99,0,REP,OK,2,0.0,0.0,0.0,0.0
H2CA33048,0.0,0,0.004608294930875576,2,0.0010768418468660751,0.021172334093756684,"Roybal-Allard, Lucille",0,0,296258,-13.6,309.858,323.458,90,0,DEM,CA,2,0.0,0.0,0.0,0.0
H0NY02085,0.0,0,0.02304147465437788,10,0.0010768418468660751,0.021172334093756684,"Israel, Steve J.",0,0,696267,-25.1,721.367,746.467,202,0,DEM,NY,2,0.0,0.0,0.0,0.0
H8MA02041,0.0,0,0.1152073732718894,50,0.0010768418468660751,0.021172334093756684,"Neal, Richard E.",0,0,1438831,-21.25,1460.081,1481.331,357,0,DEM,MA,2,0.0,0.0,0.0,0.0
H4MO05234,0.0,0,0.009216589861751152,4,0.0010768418468660751,0.021172334093756684,"Cleaver, Emanuel, II",0,0,334577,-12.5,347.077,359.577,100,0,DEM,MO,2,0.0,0.0,0.0,0.0
H8NV01071,0.004608294930875576,2,0.004608294930875576,2,0.0016601248573817338,0.025618524253445588,"Berkley, Shelley",0,0,878886,-14.5,893.386,907.886,233,0,DEM,NV,2,0.0,0.0,0.0,0.0
H4NY11138,0.004608294930875576,2,0.027649769585253454,12,0.0013220499427750345,0.02613633134952859,"Clarke, Yvette D.",0,0,332373,-30.25,362.623,392.873,125,0,DEM,NY,2,0.0,0.0,0.0,0.0
H4OH19036,0.002304147465437788,1,0.006912442396313364,3,0.0012763522632632748,0.02357712756316944,"LaTourette, Steven C.",0,0,658762,-26.2,684.962,711.162,172,0,REP,OH,2,0.0,0.0,0.0,0.0
H4PA18131,0.0,0,0.02534562211981567,11,0.0010768418468660751,0.021172334093756684,"Doyle, Mike ",0,0,456817,-39.75,496.567,536.317,133,0,DEM,PA,2,0.0,0.0,0.0,0.0
H2MN07014,0.0,0,0.018433179723502304,8,0.0010768418468660751,0.021172334093756684,"Peterson, Collin C.",1,1,849247,-15.5,864.747,880.247,208,0,DEM,MN,2,0.0,0.0,0.0,0.0
H2OH17109,0.013824884792626727,6,0.013824884792626727,6,0.0014682121936444687,0.03459551912576856,"Ryan, Timothy J.",0,0,588248,-25.7,613.948,639.648,166,0,DEM,OH,2,0.0,0.0,0.0,0.0
H6NY03031,0.0,0,0.020737327188940093,9,0.0010768418468660751,0.021172334093756684,"Slaughter, Louise M.",1,1,472619,-14.25,486.869,501.119,131,0,DEM,NY,2,0.0,0.0,0.0,0.0
H6MA07101,0.0,0,0.07834101382488479,34,0.0010768418468660751,0.021172334093756684,"Markey, Edward J.",1,0,249486,-13.5,262.986,276.486,89,0,DEM,MA,2,0.0,0.0,0.0,0.0
H2AL01077,0.002304147465437788,1,0.03686635944700461,16,0.0013829528750592586,0.026943695188732946,"Bonner, Jo",1,1,382557,-5.0,387.557,392.557,124,0,REP,AL,2,0.0,0.0,0.0,0.0
H8CA12171,0.0,0,0.03917050691244239,17,0.0010768418468660751,0.021172334093756684,"Speier, Jackie ",0,0,387832,-16.0,403.832,419.832,128,0,DEM,CA,2,0.0,0.0,0.0,0.0
H2CA30143,0.0,0,0.04608294930875576,20,0.0010768418468660751,0.021172334093756684,"Becerra, Xavier",0,0,1062164,-19.35,1081.514,1100.864,275,0,DEM,CA,2,0.0,0.0,0.0,0.0
H6WA09025,0.0,0,0.004608294930875576,2,0.0010768418468660751,0.021172334093756684,"Smith, Adam",1,0,511863,-2.5,514.363,516.863,123,0,DEM,WA,2,0.0,0.0,0.0,0.0
H2FL23021,0.004608294930875576,2,0.029953917050691243,13,0.0011498663040826165,0.02598139636067194,"Hastings, Alcee L.",0,0,349069,-16.75,365.819,382.569,106,0,DEM,FL,2,0.0,0.0,0.0,0.0
H8NM03196,0.01152073732718894,5,0.009216589861751152,4,0.001651504169619512,0.033975113309233196,"Lujan, Ben R.",0,0,479690,-6.0,485.69,491.69,119,0,DEM,NM,2,0.0,0.0,0.0,0.0
H8OH05036,0.0,0,0.02304147465437788,10,0.0010768418468660751,0.021172334093756684,"Latta, Bob",0,0,307696,-4.0,311.696,315.696,137,0,REP,OH,2,0.0,0.0,0.0,0.0
H4AZ04024,0.0,0,0.01152073732718894,5,0.0010768418468660751,0.021172334093756684,"Franks, Trent",0,0,197878,-4.5,202.378,206.878,72,0,REP,AZ,2,0.0,0.0,0.0,0.0
H8CA09060,0.002304147465437788,1,0.018433179723502304,8,0.0011315567524213185,0.02386416295129627,"Lee, Barbara",0,0,405810,-6.0,411.81,417.81,131,0,DEM,CA,2,0.0,0.0,0.0,0.0
H2GA02031,0.029953917050691243,13,0.0,0,0.005267271938200244,0.05705444037126487,"Bishop, Sanford",0,0,1231700,-1.0,1232.7,1233.7,84,1,DEM,GA,2,0.0,1.0,137.856,0.0
H4NY27076,0.0,0,0.013824884792626727,6,0.0010768418468660751,0.021172334093756684,"Higgins, Brian",0,0,423795,-21.6,445.395,466.995,135,0,DEM,NY,2,0.0,0.0,0.0,0.0
H2WA04041,0.0,0,0.006912442396313364,3,0.0010768418468660751,0.021172334093756684,"Hastings, Doc",1,1,444473,-17.0,461.473,478.473,145,0,REP,WA,2,0.0,0.0,0.0,0.0
H0CA15148,0.0,0,0.04608294930875576,20,0.0010768418468660751,0.021172334093756684,"Honda, Mike",0,0,307111,-10.0,317.111,327.111,106,0,DEM,CA,2,0.0,0.0,0.0,0.0
H6CA05195,0.0,0,0.016129032258064516,7,0.0010768418468660751,0.021172334093756684,"Matsui, Doris",0,0,547802,-11.5,559.302,570.802,203,0,DEM,CA,2,0.0,0.0,0.0,0.0
H4TX19102,0.002304147465437788,1,0.029953917050691243,13,0.001153131645454817,0.023289567503132356,"Neugebauer, Randy",0,0,541273,-17.386,558.659,576.045,169,0,REP,TX,2,0.0,0.0,0.0,0.0
H0CA32101,0.009216589861751152,4,0.018433179723502304,8,0.001612409054773931,0.029641267731259354,"Chu, Judy",0,0,648370,-24.75,673.12,697.87,117,0,DEM,CA,1,0.0,0.0,0.0,0.0
H8NY07046,0.0,0,0.05529953917050691,24,0.0010768418468660751,0.021172334093756684,"Crowley, Joseph",0,0,1335966,-55.5,1391.466,1446.966,332,0,DEM,NY,2,0.0,0.0,0.0,0.0
H2IL08039,0.002304147465437788,1,0.02304147465437788,10,0.0011999404401114543,0.023548107556422445,"Gutierrez, Luis V.",0,0,270958,-49.5,320.458,369.958,87,0,DEM,IL,2,0.0,0.0,0.0,0.0
H0IL05096,0.004608294930875576,2,0.006912442396313364,3,0.001273411543197523,0.025982462553443803,"Quigley, Mike",0,0,379773,-2.5,382.273,384.773,102,0,DEM,IL,1,0.0,0.0,0.0,0.0
H6AL04098,0.0,0,0.020737327188940093,9,0.0010768418468660751,0.021172334093756684,"Aderholt, Robert",0,0,264622,-19.0,283.622,302.622,78,0,REP,AL,2,0.0,0.0,0.0,0.0
H2IA05072,0.0,0,0.013824884792626727,6,0.0010768418468660751,0.021172334093756684,"King, Steve  ",0,0,314010,-16.1,330.11,346.21,116,0,REP,IA,2,0.0,0.0,0.0,0.0
H0UT02096,0.004608294930875576,2,0.002304147465437788,1,0.0011139294951868417,0.025644378258774594,"Matheson, Jim",0,0,1440975,-36.775,1477.75,1514.525,320,0,DEM,UT,2,0.0,0.0,0.0,0.0
H4MA06033,0.013824884792626727,6,0.004608294930875576,2,0.0019716317021513195,0.03594384409228256,"Tierney, John F.",0,0,329640,-5.4,335.04,340.44,80,1,DEM,MA,2,0.0,1.0,40.97,0.0
H8OH11141,0.006912442396313364,3,0.0,0,0.0012368744104696182,0.028216663889512415,"Fudge, Marcia L.",0,0,359570,-19.6,379.17,398.77,124,0,DEM,OH,2,0.0,0.0,0.0,0.0
H8ME01120,0.013824884792626727,6,0.0,0,0.001438221404710207,0.03480384519320364,"Pingree, Chellie",0,0,367655,-7.75,375.405,383.155,67,2,DEM,ME,2,1.0,1.0,84.919,3.75
H8MA05143,0.006912442396313364,3,0.006912442396313364,3,0.0011467196887620305,0.02752403432188369,"Tsongas, Nicola S.",0,0,166676,-5.0,171.676,176.676,32,0,DEM,MA,2,0.0,0.0,0.0,0.0
H8VA01147,0.002304147465437788,1,0.004608294930875576,2,0.001421249464355752,0.02702113444799039,"Wittman, Robert J. ""Rob""",0,0,478563,-9.0,487.563,496.563,127,0,REP,VA,2,0.0,0.0,0.0,0.0
H6VA10050,0.006912442396313364,3,0.006912442396313364,3,0.0031406954828607464,0.02832063652596074,"Wolf, Frank R.",0,0,404895,-14.5,419.395,433.895,117,0,REP,VA,2,0.0,0.0,0.0,0.0
H8IL21021,0.002304147465437788,1,0.04377880184331797,19,0.0021131459393091945,0.02455317704046161,"Costello, Jerry F.",0,0,616940,-18.5,635.44,653.94,133,0,DEM,IL,2,0.0,0.0,0.0,0.0
H6TX12060,0.0,0,0.004608294930875576,2,0.0010768418468660751,0.021172334093756684,"Granger, Kay ",0,0,536482,-7.5,543.982,551.482,158,0,REP,TX,2,0.0,0.0,0.0,0.0
H2AZ02055,0.004608294930875576,2,0.018433179723502304,8,0.0011971648075170646,0.025644378258774594,"Pastor, Ed",0,0,549732,-15.5,565.232,580.732,129,0,DEM,AZ,2,0.0,0.0,0.0,0.0
H6OH04082,0.0,0,0.08294930875576037,36,0.0010768418468660751,0.021172334093756684,"Jordan, Jim",0,0,414461,-16.0,430.461,446.461,144,0,REP,OH,2,0.0,0.0,0.0,0.0
H6NJ13191,0.004608294930875576,2,0.02304147465437788,10,0.0011971648075170646,0.025644378258774594,"Sires, Albio ",0,0,292643,-16.5,309.143,325.643,85,0,DEM,NJ,2,0.0,0.0,0.0,0.0
H6VA01117,0.0,0,0.004608294930875576,2,0.0010768418468660751,0.021172334093756684,"Scott, Robert C. ""Bobby""",0,0,269224,-20.0,289.224,309.224,97,0,DEM,VA,2,0.0,0.0,0.0,0.0
H0AL02087,0.07373271889400922,32,0.0,0,0.006192977894390509,0.12859120305610108,"Roby, Martha",0,0,1778147,-5.5,1783.647,1789.147,100,0,REP,AL,1,0.0,0.0,0.0,0.0
H4GA12010,0.02304147465437788,10,0.002304147465437788,1,0.0016132189179476058,0.04258224553377994,"Barrow, John",0,0,1053708,-25.5,1079.208,1104.708,292,0,DEM,GA,2,0.0,0.0,0.0,0.0
H4NC10047,0.002304147465437788,1,0.0,0,0.001421249464355752,0.02702113444799039,"McHenry, Patrick",0,0,528800,-6.204,535.004,541.208,140,0,REP,NC,2,0.0,0.0,0.0,0.0
H8GA10049,0.006912442396313364,3,0.004608294930875576,2,0.0011396092374058688,0.028859826417682487,"Broun, Paul",0,0,272732,-4.5,277.232,281.732,95,0,REP,GA,2,0.0,0.0,0.0,0.0
H4MA03022,0.004608294930875576,2,0.0,0,0.0011576192806659192,0.02540680091250802,"McGovern, James P.",0,0,492548,-15.5,508.048,523.548,145,0,DEM,MA,2,0.0,0.0,0.0,0.0
H4MS02068,0.004608294930875576,2,0.03225806451612903,14,0.0013425074802966561,0.02585400532900981,"Thompson, Bennie G",1,1,983647,-30.75,1014.397,1045.147,245,0,DEM,MS,2,0.0,0.0,0.0,0.0
H8CA37137,0.01152073732718894,5,0.002304147465437788,1,0.001616568271796184,0.03370181018978394,"Richardson, Laura",0,0,520693,-29.0,549.693,578.693,144,0,DEM,CA,2,0.0,0.0,0.0,0.0
H2AL06035,0.009216589861751152,4,0.04838709677419355,21,0.0057275049029486885,0.041266014611987124,"Bachus, Spencer",1,1,989499,-18.45,1007.949,1026.399,206,0,REP,AL,2,0.0,0.0,0.0,0.0
H4IL07037,0.002304147465437788,1,0.006912442396313364,3,0.0015026844079728088,0.023524815659729647,"Davis, Danny K.",0,0,431849,-46.0,477.849,523.849,160,0,DEM,IL,2,0.0,0.0,0.0,0.0
H6MD07160,0.0,0,0.041474654377880185,18,0.0010768418468660751,0.021172334093756684,"Cummings, Elijah",1,0,413863,-15.0,428.863,443.863,130,0,DEM,MD,2,0.0,0.0,0.0,0.0
H2NY17071,0.0,0,0.03456221198156682,15,0.0010768418468660751,0.021172334093756684,"Nadler, Jerrold L.",0,0,389655,-22.9,412.555,435.455,110,0,DEM,NY,2,0.0,0.0,0.0,0.0
H4OK06056,0.0,0,0.027649769585253454,12,0.0010768418468660751,0.021172334093756684,"Lucas, Frank D.",1,1,644118,-6.0,650.118,656.118,181,0,REP,OK,2,0.0,0.0,0.0,0.0
H2NY03089,0.0,0,0.002304147465437788,1,0.0010768418468660751,0.021172334093756684,"King, Peter T.",1,1,583056,-9.5,592.556,602.056,165,0,REP,NY,2,0.0,0.0,0.0,0.0
H8FL15107,0.004608294930875576,2,0.016129032258064516,7,0.0013701052202867007,0.0282053130284851,"Posey, Bill",0,0,482744,-15.8,498.544,514.344,148,0,REP,FL,2,0.0,0.0,0.0,0.0
H2NJ02037,0.0,0,0.004608294930875576,2,0.0010768418468660751,0.021172334093756684,"LoBiondo, Frank A. ",0,0,595884,-10.35,606.234,616.584,143,0,REP,NJ,2,0.0,0.0,0.0,0.0
H0CA27085,0.0,0,0.006912442396313364,3,0.0010768418468660751,0.021172334093756684,"Schiff, Adam B.",0,0,457932,-17.8,475.732,493.532,138,0,DEM,CA,2,0.0,0.0,0.0,0.0
H8IN02060,0.0,0,0.006912442396313364,3,0.0010768418468660751,0.021172334093756684,"Pence, Mike",0,1,662945,-15.007,677.952,692.959,191,0,REP,IN,2,0.0,0.0,0.0,0.0
H2CA26026,0.0,0,0.03917050691244239,17,0.0010768418468660751,0.021172334093756684,"Berman, Howard L. ",1,1,526781,-2.0,528.781,530.781,138,0,DEM,CA,2,0.0,0.0,0.0,0.0
H6OR02116,0.0,0,0.02304147465437788,10,0.0010768418468660751,0.021172334093756684,"Walden, Greg",0,0,987049,-9.5,996.549,1006.049,281,0,REP,OR,2,0.0,0.0,0.0,0.0
H2CA27107,0.004608294930875576,2,0.006912442396313364,3,0.0011818400575091055,0.02587496803603333,"Harman, Jane",0,0,403719,-8.0,411.719,419.719,106,0,DEM,CA,2,0.0,0.0,0.0,0.0
H2MA09072,0.0,0,0.009216589861751152,4,0.0010768418468660751,0.021172334093756684,"Lynch, Stephen F.",0,0,444931,-17.5,462.431,479.931,89,0,DEM,MA,2,0.0,0.0,0.0,0.0
H4LA07029,0.0,0,0.027649769585253454,12,0.0010768418468660751,0.021172334093756684,"Boustany, Charles W., Jr.",0,0,322350,0.0,322.35,322.35,105,0,REP,LA,2,0.0,0.0,0.0,0.0
H2CA50034,0.004608294930875576,2,0.0,0,0.0017686634321855518,0.02606572866994738,"Filner, Bob",1,1,393203,-5.0,398.203,403.203,105,0,DEM,CA,2,0.0,0.0,0.0,0.0
H6OH23033,0.004608294930875576,2,0.0,0,0.002058845265748351,0.025618524253445588,"Kucinich, Dennis J.",0,0,134488,0.0,134.488,134.488,34,0,DEM,OH,2,0.0,0.0,0.0,0.0
H6OH13133,0.08064516129032258,35,0.0,0,0.0060755359435853825,0.10162722148461277,"Sutton, Betty",0,0,1049704,-16.2,1065.904,1082.104,184,0,DEM,OH,2,0.0,0.0,0.0,0.0
H2CA39078,0.0,0,0.041474654377880185,18,0.0010768418468660751,0.021172334093756684,"Sanchez, Linda T.",1,0,486764,-26.0,512.764,538.764,145,0,DEM,CA,2,0.0,0.0,0.0,0.0
H6IA01098,0.03225806451612903,14,0.01152073732718894,5,0.0043082643271927555,0.05757505034607426,"Braley, Bruce",0,0,1811253,-19.0,1830.253,1849.253,210,2,DEM,IA,2,1.0,1.0,55.795,37.633
H6NY19029,0.013824884792626727,6,0.01152073732718894,5,0.002791830764905625,0.03782708845878624,"Rangel, Charles B.",0,1,932993,-39.5,972.493,1011.993,263,0,DEM,NY,2,0.0,0.0,0.0,0.0
H2OK01093,0.004608294930875576,2,0.018433179723502304,8,0.0011976399110806314,0.02610590097419677,"Sullivan, John",0,0,493283,-10.0,503.283,513.283,149,0,REP,OK,2,0.0,0.0,0.0,0.0
H2PA06114,0.03686635944700461,16,0.013824884792626727,6,0.0028435042239175583,0.06988981675589398,"Gerlach, Jim",0,0,1675576,-19.5,1695.076,1714.576,259,0,REP,PA,2,0.0,0.0,0.0,0.0
H8CA37079,0.0,0,0.018433179723502304,8,0.0010768418468660751,0.021172334093756684,"Lewis, Jerry",0,1,493228,-3.0,496.228,499.228,132,0,REP,CA,2,0.0,0.0,0.0,0.0
H4IA05102,0.002304147465437788,1,0.002304147465437788,1,0.0011912765447491876,0.023289567503132356,"Latham, Tom ",0,0,752134,-10.5,762.634,773.134,221,0,REP,IA,2,0.0,0.0,0.0,0.0
H2LA05084,0.002304147465437788,1,0.013824884792626727,6,0.0012546109560125365,0.023524815659729647,"Alexander, Rodney ",0,0,349810,-13.125,362.935,376.06,133,0,REP,LA,2,0.0,0.0,0.0,0.0
H0MT00033,0.002304147465437788,1,0.0,0,0.0012546109560125365,0.023524815659729647,"Rehberg, Denny",0,0,470826,-6.5,477.326,483.826,146,0,REP,MT,2,0.0,0.0,0.0,0.0
H8NY19058,0.0,0,0.03917050691244239,17,0.0010768418468660751,0.021172334093756684,"Engel, Eliot L.",0,0,389280,-8.0,397.28,405.28,131,0,DEM,NY,2,0.0,0.0,0.0,0.0
H2TX31044,0.0,0,0.041474654377880185,18,0.0010768418468660751,0.021172334093756684,"Carter, John R. ",0,0,346098,-9.0,355.098,364.098,121,0,REP,TX,2,0.0,0.0,0.0,0.0
H4NC01046,0.013824884792626727,6,0.002304147465437788,1,0.0018295897390571674,0.034641317161341445,"Butterfield, G. K.",0,0,553192,-32.798,585.99,618.788,166,0,DEM,NC,2,0.0,0.0,0.0,0.0
H6CA02010,0.004608294930875576,2,0.04838709677419355,21,0.0036782145769507003,0.03193692317461714,"Herger, Wally ",0,0,662278,-29.0,691.278,720.278,217,0,REP,CA,2,0.0,0.0,0.0,0.0
H2TX00015,0.002304147465437788,1,0.004608294930875576,2,0.0011999404401114543,0.023548107556422445,"Johnson, Eddie Bernice",1,0,329838,-8.5,338.338,346.838,88,0,DEM,TX,2,0.0,0.0,0.0,0.0
H2MD08126,0.0,0,0.10829493087557604,47,0.0010768418468660751,0.021172334093756684,"Van Hollen, Chris",1,0,861171,-26.475,887.646,914.121,212,0,DEM,MD,2,0.0,0.0,0.0,0.0
H4KY01040,0.002304147465437788,1,0.01152073732718894,5,0.0011733769112213552,0.02404793633333589,"Whitfield, Edward ",0,0,781267,-11.0,792.267,803.267,235,0,REP,KY,2,0.0,0.0,0.0,0.0
H4NC06011,0.002304147465437788,1,0.02304147465437788,10,0.0012763522632632748,0.02357712756316944,"Coble, Howard",0,0,334223,-3.0,337.223,340.223,139,0,REP,NC,2,0.0,0.0,0.0,0.0
H6NY04112,0.016129032258064516,7,0.002304147465437788,1,0.0015441472613852186,0.03651522169029253,"McCarthy, Carolyn",0,0,652048,-11.148,663.196,674.344,169,0,DEM,NY,2,0.0,0.0,0.0,0.0
H4WA05077,0.002304147465437788,1,0.006912442396313364,3,0.0011886915778977786,0.026946581857360954,"Rodgers, Cathy McMorris",0,0,622559,-3.25,625.809,629.059,166,0,REP,WA,2,0.0,0.0,0.0,0.0
H0WV02138,0.0,0,0.04838709677419355,21,0.0010768418468660751,0.021172334093756684,"Capito, Shelley Moore",0,0,737588,-14.0,751.588,765.588,187,0,REP,WV,2,0.0,0.0,0.0,0.0
H6MI12181,0.0,0,0.04377880184331797,19,0.0010768418468660751,0.021172334093756684,"Miller, Candice S.",0,0,445196,-9.5,454.696,464.196,124,0,REP,MI,2,0.0,0.0,0.0,0.0
H4IL03077,0.004608294930875576,2,0.01152073732718894,5,0.0012095430335022025,0.025744885207177232,"Lipinski, Daniel William",0,0,437597,-7.0,444.597,451.597,112,0,DEM,IL,2,0.0,0.0,0.0,0.0
H2VA06115,0.002304147465437788,1,0.002304147465437788,1,0.0011785615783177308,0.023289567503132356,"Goodlatte, Robert W. ""Bob""",0,0,549747,-7.5,557.247,564.747,160,0,REP,VA,2,0.0,0.0,0.0,0.0
H8CA20059,0.002304147465437788,1,0.0,0,0.001659962492055553,0.02407871410966518,"Nunes, Devin G.",0,0,708793,-21.5,730.293,751.793,197,0,REP,CA,2,0.0,0.0,0.0,0.0
H8CO06138,0.002304147465437788,1,0.06221198156682028,27,0.0011886915778977786,0.026946581857360954,"Coffman, Mike",0,0,257119,-13.0,270.119,283.119,108,0,REP,CO,2,0.0,0.0,0.0,0.0
H8OH07065,0.002304147465437788,1,0.006912442396313364,3,0.0011886915778977786,0.026946581857360954,"Austria, Steve",0,0,391328,-7.0,398.328,405.328,147,0,REP,OH,2,0.0,0.0,0.0,0.0
H8KY02031,0.004608294930875576,2,0.06912442396313365,30,0.0012331998435235933,0.029762915328425375,"Guthrie, S. Brett",0,0,693497,-14.5,707.997,722.497,205,0,REP,KY,2,0.0,0.0,0.0,0.0
H0NH01217,0.03917050691244239,17,0.0,0,0.0016304462625124148,0.06488359667606144,"Guinta, Frank C. ",0,0,635298,0.0,635.298,635.298,104,2,REP,NH,1,0.0,2.0,122.806,0.0
H0MS01043,0.04377880184331797,19,0.0,0,0.0019250810835476858,0.07797340883509866,"Nunnelee,  Alan ",0,0,1315359,-1.0,1316.359,1317.359,100,0,REP,MS,1,0.0,0.0,0.0,0.0
H4TX04039,0.0,0,0.013824884792626727,6,0.0010768418468660751,0.021172334093756684,"Gohmert, Louie ",0,0,144840,-1.0,145.84,146.84,67,0,REP,TX,2,0.0,0.0,0.0,0.0
H6AK00045,0.004608294930875576,2,0.0,0,0.0012750966426730108,0.026165169742711557,"Young, Don",0,0,312640,-2.13,314.77,316.9,89,0,REP,AK,2,0.0,0.0,0.0,0.0
H8TX22107,0.0,0,0.08064516129032258,35,0.0010768418468660751,0.021172334093756684,"Olson, Pete",0,0,452055,-13.5,465.555,479.055,165,0,REP,TX,2,0.0,0.0,0.0,0.0
H4TX28046,0.052995391705069124,23,0.0,0,0.002386228275555368,0.0841667029952499,"Canseco, Francisco ""Quico""",0,0,1454688,0.0,1454.688,1454.688,98,1,REP,TX,1,1.0,0.0,0.0,14.465
H0IL10302,0.04838709677419355,21,0.0,0,0.0027421758638456655,0.07517504407492269,"Dold, Robert",0,0,2313243,-4.0,2317.243,2321.243,155,1,REP,IL,1,0.0,1.0,156.785,0.0
H0PA12132,0.09907834101382489,43,0.0,0,0.015292444561261598,0.13362963377581444,"Critz, Mark S. #",0,0,3173903,-8.0,3181.903,3189.903,161,1,DEM,PA,1,1.0,0.0,0.0,22.919
H0NY20095,0.04838709677419355,21,0.0,0,0.0037345939472482976,0.08300642878187317,"Gibson, Christopher P.",0,0,1016933,-1.0,1017.933,1018.933,78,1,REP,NY,1,0.0,1.0,2.0,0.0
H8FL22038,0.03686635944700461,16,0.0,0,0.0025963383530560307,0.061672659835398026,"West, Allen",0,0,908706,-2.6,911.306,913.906,86,1,REP,FL,1,1.0,0.0,0.0,43.905
H4CA17021,0.002304147465437788,1,0.006912442396313364,3,0.005264492573352748,0.03282371067380688,"Farr, Sam",0,0,351642,-6.0,357.642,363.642,125,0,DEM,CA,2,0.0,0.0,0.0,0.0
H8NJ04014,0.002304147465437788,1,0.0,0,0.0019668917988249776,0.02400439744552928,"Smith, Christopher H.",0,0,235090,-15.0,250.09,265.09,62,0,REP,NJ,2,0.0,0.0,0.0,0.0
H2PA06080,0.018433179723502304,8,0.002304147465437788,1,0.001743124458150788,0.03868586300969781,"Holden, Tim",0,0,799343,-23.5,822.843,846.343,201,0,DEM,PA,2,0.0,0.0,0.0,0.0
H8OR01072,0.04377880184331797,19,0.0,0,0.0024466421342789237,0.06472769295604948,"Wu, David",0,0,517406,-24.0,541.406,565.406,141,0,DEM,OR,2,0.0,0.0,0.0,0.0
H6CO07023,0.06682027649769585,29,0.0,0,0.004795190670326921,0.09139296165901617,"Perlmutter, Ed",0,0,2527039,-24.0,2551.039,2575.039,244,2,DEM,CO,2,1.0,1.0,26.447,296.4
H0RI01073,0.027649769585253454,12,0.0,0,0.007925048620082718,0.05319985208101102,"Cicilline, David N.",0,0,296428,-5.6,302.028,307.628,69,0,DEM,RI,1,0.0,0.0,0.0,0.0
H4CA20082,0.08525345622119816,37,0.004608294930875576,2,0.009850320511417703,0.11651376580254866,"Costa, Jim",0,0,784767,-10.5,795.267,805.767,191,0,DEM,CA,2,0.0,0.0,0.0,0.0
H0OH16097,0.04377880184331797,19,0.002304147465437788,1,0.01676394380257906,0.07091910213651054,"Renacci, Jim",0,0,3619722,-5.5,3625.222,3630.722,127,0,REP,OH,1,0.0,0.0,0.0,0.0
H4PA08074,0.03917050691244239,17,0.0,0,0.0020921161634804984,0.06387824122636275,"Fitzpatrick, Michael G.",0,0,1853206,-15.0,1868.206,1883.206,116,1,REP,PA,1,0.0,1.0,195.435,0.0
H0PA03271,0.03686635944700461,16,0.0,0,0.0017337918549914615,0.060853386730359206,"Kelly, Mike ",0,0,1325831,-7.0,1332.831,1339.831,105,0,REP,PA,1,0.0,0.0,0.0,0.0
H2HI02110,0.03917050691244239,17,0.0,0,0.0022292573168828465,0.061293589416450335,"Hanabusa, Colleen ",0,0,4548038,-19.5,4567.538,4587.038,114,3,DEM,HI,1,2.0,1.0,179.726,251.641
H6MD03292,0.0,0,0.009216589861751152,4,0.0010768418468660751,0.021172334093756684,"Sarbanes, John",0,0,103163,-36.0,139.163,175.163,48,0,DEM,MD,2,0.0,0.0,0.0,0.0
